State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Assam,Karimganj,PROBASH CHANDRA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1166,0.11,Lost
Assam,Karimganj,ANUPAM SINGHA,Independent,1069,0.1,Lost
Assam,Karimganj,PARIKSHIT ROY,Independent,2765,0.26,Lost
Assam,Karimganj,RABINDRA CHANDRA DAS,Independent,1719,0.16,Lost
Assam,Karimganj,RAJU DAS,Independent,2111,0.2,Lost
Assam,Karimganj,RAMNARAYAN SUKLABAIDYA,Independent,1795,0.17,Lost
Assam,Karimganj,SATYAJIT DAS,Independent,2988,0.28,Lost
Assam,Karimganj,HARILAL RABIDAS,Independent,2822,0.27,Lost
Assam,Karimganj,NOTA,None of the Above,6555,0.62,Lost
Assam,Kokrajhar,Pramila Rani Brahma,Bodoland Peoples Front,446774,30.2,Lost
Assam,Kokrajhar,Biraj Deka,Communist Party of India (Marxist),28128,1.9,Lost
Assam,Kokrajhar,Sabda Ram Rabha,Indian National Congress,147118,9.94,Lost
Assam,Kokrajhar,Urkhao Gwra Brahma,"United Peoples Party, Liberal",312435,21.12,Lost
Assam,Kokrajhar,Charan Iswary,Purvanchal Janta Party (Secular),9827,0.66,Lost
Assam,Kokrajhar,Rajesh Narzary,Voters Party International,13908,0.94,Lost
Assam,Kokrajhar,Naba Kumar Sarania,Independent,484560,32.75,Lost
Assam,Kokrajhar,Prasanjit Kumar Das,Independent,9959,0.67,Lost
Assam,Kokrajhar,Ranjoy Kr. Brahma,Independent,10788,0.73,Lost
Assam,Kokrajhar,NOTA,None of the Above,15988,1.08,Lost
Assam,Lakhimpur,ANIL BORGOHAIN,Indian National Congress,425855,33.18,Lost
Assam,Lakhimpur,ANUP PRATIM BORBARUAH,Nationalist Congress Party,4527,0.35,Lost
Assam,Lakhimpur,AMIYA KUMAR HANDIQUE,Communist Party of India (Marxist),12809,1.0,Lost
Assam,Lakhimpur,ARUP KALITA,Communist Party of India,13378,1.04,Lost
Assam,Lakhimpur,PRADAN BARUAH,Bharatiya Janata Party,776406,60.49,Lost
Assam,Lakhimpur,UBAIDUR RAHMAN,Asom Jana Morcha,8738,0.68,Lost
Assam,Lakhimpur,DILIP MORAN,Assam Dristi Party,8285,0.65,Lost
Assam,Lakhimpur,BHUPEN NARAH,Voters Party International,5581,0.43,Lost
Assam,Lakhimpur,HEM KANTA MIRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4034,0.31,Lost
Assam,Lakhimpur,AMBAZ UDDIN,Independent,3890,0.3,Lost
Assam,Lakhimpur,PROBHU LAL VAISNAVA,Independent,4866,0.38,Lost
Assam,Lakhimpur,NOTA,None of the Above,15220,1.19,Lost
Assam,Mangaldoi,DILIP SAIKIA,Bharatiya Janata Party,735469,48.83,Lost
Assam,Mangaldoi,BHUBANESWAR KALITA,Indian National Congress,596924,39.63,Lost
Assam,Mangaldoi,SUDHENDU MOHAN TALUKDAR,All India Trinamool Congress,10640,0.71,Lost
Assam,Mangaldoi,AINUL HAQUE,Asom Jana Morcha,4249,0.28,Lost
Assam,Mangaldoi,GANDHESHWAR MOCHAHARI,Voters Party International,11245,0.75,Lost
Assam,Mangaldoi,BIREN BASAK,Bharatiya Gana Parishad,2524,0.17,Lost
Assam,Mangaldoi,MANI RAM BASUMATARY,Hindusthan Nirman Dal,3898,0.26,Lost
Assam,Mangaldoi,SWARNALATA CHALIHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3829,0.25,Lost
Assam,Mangaldoi,KAZI NEKIB AHMED,Independent,7135,0.47,Lost
Assam,Mangaldoi,JAYANTA KUMAR KALITA,Independent,7806,0.52,Lost
Assam,Mangaldoi,PRODEEP KUMAR DAIMARY,"United Peoples Party, Liberal",103870,6.9,Lost
Assam,Mangaldoi,NOTA,None of the Above,18518,1.23,Lost
Assam,Nowgong,Pradyut Bordoloi,Indian National Congress,739724,49.53,Lost
Assam,Nowgong,Sri Rupak Sharma,Bharatiya Janata Party,722972,48.41,Lost
Assam,Nowgong,Sahadeb Das,All India Trinamool Congress,5875,0.39,Lost
Assam,Nowgong,Azgor Ali,Purvanchal Janta Party (Secular),3655,0.24,Lost
Assam,Nowgong,Saiful Islam Choudhury,Asom Jana Morcha,3421,0.23,Lost
Assam,Nowgong,Sukanta Mazumdar,Bharatiya Gana Parishad,2756,0.18,Lost
Assam,Nowgong,Zakir Hussain,Independent,4315,0.29,Lost
Assam,Nowgong,NOTA,None of the Above,10757,0.72,Lost
Assam,Silchar,RAJDEEP ROY,Bharatiya Janata Party,499414,52.59,Lost
Assam,Silchar,SUSHMITA DEV,Indian National Congress,417818,43.99,Lost
Assam,Silchar,HITABRATA ROY,All India Trinamool Congress,3514,0.37,Lost
Assam,Silchar,NAZIA YASMIN MAZUMDAR,National People's Party,5693,0.6,Lost
Assam,Silchar,Badrul Islam Barbhuiya,All India Forward Bloc,840,0.09,Lost
Assam,Silchar,Shyam Deo Kurmi,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1095,0.12,Lost
Assam,Silchar,Ashitava Dutta,Independent,813,0.09,Lost
Assam,Silchar,Ashutosh Bhattacharjee,Independent,1507,0.16,Lost
Assam,Silchar,Nazmul Haque Laskar,Independent,1820,0.19,Lost
Assam,Silchar,Puran Lal Goala,Independent,1460,0.15,Lost
Assam,Silchar,Mohendra Chandra Das,Independent,1655,0.17,Lost
Assam,Silchar,Shuvadip Datta,Independent,1535,0.16,Lost
Assam,Silchar,Sabindra Das,Independent,3985,0.42,Lost
Assam,Silchar,NOTA,None of the Above,8547,0.9,Lost
Assam,Tezpur,PALLAB LOCHAN DAS,Bharatiya Janata Party,684166,57.48,Lost
Assam,Tezpur,M.G.V.K. BHANU,Indian National Congress,441325,37.08,Lost
Assam,Tezpur,MAHENDRA BHUYAN,Nationalist Congress Party,6483,0.54,Lost
Assam,Tezpur,MAHENDRA ORANG,Voters Party International,7966,0.67,Lost
Assam,Tezpur,RAM BAHADUR SUNAR,National People's Party,5880,0.49,Lost
Assam,Tezpur,ZIABUR RAHMAN KHAN,Independent,5104,0.43,Lost
Assam,Tezpur,BIJOY KUMAR TIRU,Independent,23646,1.99,Lost
Assam,Tezpur,NOTA,None of the Above,15626,1.31,Lost
Bihar,Araria,PRADEEP KUMAR SINGH,Bharatiya Janata Party,618434,52.87,Lost
Bihar,Araria,RAM NRAYAN BHARTI,Bahujan Samaj Party,10294,0.88,Lost
Bihar,Araria,SARFARAZ ALAM,Rashtriya Janata Dal,481193,41.14,Lost
Bihar,Araria,TARACHAND PASWAN,Bahujan Mukti Party,7266,0.62,Lost
Bihar,Araria,SUDAMA SINGH,Bihar Lok Nirman Dal,2059,0.18,Lost
Bihar,Araria,MD. MATIN,Independent,1369,0.12,Lost
Bihar,Araria,MD. MINHAZ ALAM,Independent,1949,0.17,Lost
Bihar,Araria,MUKESH SINGH,Independent,2145,0.18,Lost
Bihar,Araria,MD. MOBINUL HAQUE,Independent,3037,0.26,Lost
Bihar,Araria,RAMA NAND RISHIDEO,Independent,5959,0.51,Lost
Bihar,Araria,ABDUL WAHID KHAN,Independent,8168,0.7,Lost
Bihar,Araria,SHAHIN PRAVIN,Independent,7139,0.61,Lost
Bihar,Araria,NOTA,None of the Above,20618,1.76,Lost
Bihar,Arrah,Manoj Yadav,Bahujan Samaj Party,10778,1.0,Lost
Bihar,Arrah,R. K. Singh,Bharatiya Janata Party,566480,52.42,Lost
Bihar,Arrah,Anil Kumar Singh,Pragatishil Samajwadi Party (Lohia),7041,0.65,Lost
Bihar,Arrah,Krishna Paswan,Bhartiya Kranti Vir Party,3778,0.35,Lost
Bihar,Arrah,Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,3597,0.33,Lost
Bihar,Arrah,Raj Giri Bhagat,Shoshit Samaj Dal,12598,1.17,Lost
Bihar,Arrah,Raju Yadav,Communist Party of India (Marxist-Leninist) (Liberation),419195,38.79,Lost
Bihar,Arrah,Dr. Kumar Sheelbhadra,Independent,9162,0.85,Lost
Bihar,Arrah,Ram Raj Singh,Independent,4555,0.42,Lost
Bihar,Arrah,Lakshaman Kumar Ojha,Independent,7902,0.73,Lost
Bihar,Arrah,Shiv das Singh,Independent,13773,1.27,Lost
Bihar,Arrah,NOTA,None of the Above,21825,2.0,Lost
Bihar,Aurangabad,NARESH YADAV,Bahujan Samaj Party,34033,3.61,Lost
Bihar,Aurangabad,SUSHIL KUMAR SINGH,Bharatiya Janata Party,431541,45.83,Lost
Bihar,Aurangabad,AVINASH KUMAR,Peoples Party of India (Democratic),13765,1.46,Lost
Bihar,Aurangabad,UPENDRA PRASAD,Hindustani Awam Morcha (Secular),358934,38.12,Lost
Bihar,Aurangabad,DR DHARMENDRA KUMAR,Akhil Hind Forward Bloc (Krantikari),16683,1.77,Lost
Bihar,Aurangabad,SOM PRAKASH,Swaraj Party (Loktantrik),11779,1.25,Lost
Bihar,Aurangabad,DHIRENDRA KUMAR SINGH,Independent,25030,2.66,Lost
Bihar,Aurangabad,YOGENDRA RAM,Independent,12060,1.28,Lost
Bihar,Aurangabad,SANTOSH KUMAR SINHA,Independent,15138,1.61,Lost
Bihar,Aurangabad,NOTA,None of the Above,22632,2.4,Lost
Bihar,Banka,GIRIDHARI YADAV,Janata Dal (United),477788,47.98,Lost
Bihar,Banka,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,277256,27.84,Lost
Bihar,Banka,MD RAFIQUE ALAM,Bahujan Samaj Party,11960,1.2,Lost
Bihar,Banka,KAILASH PRASAD SINGH,Pragatishil Samajwadi Party (Lohia),2582,0.26,Lost
Bihar,Banka,NEELU DEVI,Bhartiya Dalit Party,2331,0.23,Lost
Bihar,Banka,PHESAL ANSARI,Bharatiya Momin Front,2131,0.21,Lost
Bihar,Banka,RAJKISHORE PRASAD ALIAS PAPPU YADAV,Jharkhand Mukti Morcha,3938,0.4,Lost
Bihar,Banka,AMARJEET KUMAR,Independent,3673,0.37,Lost
Bihar,Banka,UMAKANT YADAV,Independent,1889,0.19,Lost
Bihar,Banka,MP YADAV,Independent,1878,0.19,Lost
Bihar,Banka,NARESH YADAV,Independent,2761,0.28,Lost
Bihar,Banka,PAWAN THAKUR,Independent,4084,0.41,Lost
Bihar,Banka,PUTUL KUMARI,Independent,103729,10.42,Lost
Bihar,Banka,PRAMOD SINGH WELDONE,Independent,7362,0.74,Lost
Bihar,Banka,PRAVIN KUMAR JHA,Independent,17025,1.71,Lost
Bihar,Banka,MANOJ KUMAR SAH,Independent,44398,4.46,Lost
Bihar,Banka,MRITUNJAY ROY,Independent,14229,1.43,Lost
Bihar,Banka,MOHAMMAD MUKHTAR ALAM,Independent,5786,0.58,Lost
Bihar,Banka,SANJIV KUMAR KUNAL,Independent,2382,0.24,Lost
Bihar,Banka,SYED ALAMDAR HUSSAIN,Independent,1999,0.2,Lost
Bihar,Banka,NOTA,None of the Above,6625,0.67,Lost
Bihar,Begusarai,Kanhaiya Kumar,Communist Party of India,269976,22.03,Lost
Bihar,Begusarai,Giriraj Singh,Bharatiya Janata Party,692193,56.48,Lost
Bihar,Begusarai,Mo. Tanweer Hassan,Rashtriya Janata Dal,198233,16.17,Lost
Bihar,Begusarai,Umesh Patel,Shoshit Samaj Dal,4172,0.34,Lost
Bihar,Begusarai,Gaurav Kumar,Bhartiya Lokmat Rashtrwadi Party,1886,0.15,Lost
Bihar,Begusarai,Maksudan Paswan,Bahujan Mukti Party,3194,0.26,Lost
Bihar,Begusarai,Amar Kumar,Independent,2560,0.21,Lost
Bihar,Begusarai,Dhiraj Narain,Independent,4278,0.35,Lost
Bihar,Begusarai,Shambhu Kumar Singh,Independent,10019,0.82,Lost
Bihar,Begusarai,Saurabh,Independent,18638,1.52,Lost
Bihar,Begusarai,NOTA,None of the Above,20445,1.67,Lost
Bihar,Bhagalpur,AJAY KUMAR MANDAL,Janata Dal (United),618254,59.3,Lost
Bihar,Bhagalpur,MOHAMMAD ASHIQ IBRAHIMI,Bahujan Samaj Party,9572,0.92,Lost
Bihar,Bhagalpur,SHAILESH KUMAR ALIAS VULO MANDAL,Rashtriya Janata Dal,340624,32.67,Lost
Bihar,Bhagalpur,DEEPAK KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),7396,0.71,Lost
Bihar,Bhagalpur,SATYENDRA KUMAR,Aam Aadmi Party,7316,0.7,Lost
Bihar,Bhagalpur,SUSHIL KUMAR DAS,Bhartiya Dalit Party,4764,0.46,Lost
Bihar,Bhagalpur,ABHISHEK PRIYADARSHI,Independent,5555,0.53,Lost
Bihar,Bhagalpur,NURULLAH,Independent,9620,0.92,Lost
Bihar,Bhagalpur,SUNIL KUMAR,Independent,7850,0.75,Lost
Bihar,Bhagalpur,NOTA,None of the Above,31567,3.03,Lost
Bihar,Buxar,Ashwini Kumar Choubey,Bharatiya Janata Party,473053,47.94,Lost
Bihar,Buxar,Jagadanand Singh,Rashtriya Janata Dal,355444,36.02,Lost
Bihar,Buxar,Sushil Kumar Singh,Bahujan Samaj Party,80261,8.13,Lost
Bihar,Buxar,Anil Kumar,Jantantrik Vikas Party,9756,0.99,Lost
Bihar,Buxar,Anil Kumar Rai,Rashtriya Dal United,1907,0.19,Lost
Bihar,Buxar,Uday Narayan Rai @ Luddu Rajbhar,Suheldev Bharatiya Samaj Party,14170,1.44,Lost
Bihar,Buxar,Dhanjit Singh @ Dhanjit Kumar,Voters Party International,4171,0.42,Lost
Bihar,Buxar,Ravi Raj,Pragatishil Samajwadi Party (Lohia),1778,0.18,Lost
Bihar,Buxar,Binod Kumar Bikrant,Peoples Party of India (Democratic),1617,0.16,Lost
Bihar,Buxar,Santosh Kumar Yadav,Bahujan Mukti Party,2236,0.23,Lost
Bihar,Buxar,Arvind Kumar Pandey @ Chote Baba,Independent,2351,0.24,Lost
Bihar,Buxar,Jay Prakash Ram,Independent,2233,0.23,Lost
Bihar,Buxar,Ranjit Singh @ Ranage,Independent,3905,0.4,Lost
Bihar,Buxar,Rakesh Kumar Ray @ Guddu Ray,Independent,6802,0.69,Lost
Bihar,Buxar,Ramchandra Singh Yadav,Independent,10730,1.09,Lost
Bihar,Buxar,NOTA,None of the Above,16447,1.67,Lost
Bihar,Darbhanga,Abdul Bari Siddiqui,Rashtriya Janata Dal,318689,33.02,Lost
Bihar,Darbhanga,Gopal Jee Thakur,Bharatiya Janata Party,586668,60.79,Lost
Bihar,Darbhanga,MD. MUKHTAR,Bahujan Samaj Party,11255,1.17,Lost
Bihar,Darbhanga,Saroj Kumar Chaudhary,Mithilanchal Mukti Morcha,4413,0.46,Lost
Bihar,Darbhanga,Abdul Aziz,Independent,2564,0.27,Lost
Bihar,Darbhanga,PANKAJ KUMAR SINGH,Independent,2769,0.29,Lost
Bihar,Darbhanga,SANJAY PASWAN,Independent,4396,0.46,Lost
Bihar,Darbhanga,SAGUNI RAY,Independent,13774,1.43,Lost
Bihar,Darbhanga,NOTA,None of the Above,20468,2.12,Lost
Bihar,Gaya (SC),Din Dayal Bharti alias Kapil Chaudhri,Nationalist Congress Party,8516,0.89,Lost
Bihar,Gaya (SC),Dilip Kumar,Bahujan Samaj Party,13031,1.36,Lost
Bihar,Gaya (SC),Vijay Kumar,Janata Dal (United),467007,48.79,Lost
Bihar,Gaya (SC),Umesh Rajak,Peoples Party of India (Democratic),10398,1.09,Lost
Bihar,Gaya (SC),Giridhar Sapera,Bharatiya Rashtriya Morcha,7944,0.83,Lost
Bihar,Gaya (SC),Jitan Ram Manjhi,Hindustani Awam Morcha (Secular),314581,32.86,Lost
Bihar,Gaya (SC),Dayanand Rajwanshi,Moolniwasi Samaj Party,14553,1.52,Lost
Bihar,Gaya (SC),Prakash Chandra,Public Mission Party,11165,1.17,Lost
Bihar,Gaya (SC),Rakesh Chaudhari,Moulik Adhikar Party,14532,1.52,Lost
Bihar,Gaya (SC),Rajesh Kumar Paswan,Aam Janta Party Rashtriya,11671,1.22,Lost
Bihar,Gaya (SC),Vijay Kumar Chaudhary,Janta Dal Rashtravadi,23462,2.45,Lost
Bihar,Gaya (SC),Sheo Shankar,Ambedkarite Party of India,20464,2.14,Lost
Bihar,Gaya (SC),Sunil Paswan,Bharat Bhrashtachar Mitao Party,9894,1.03,Lost
Bihar,Gaya (SC),NOTA,None of the Above,30030,3.14,Lost
Bihar,Gopalganj (SC),DR. ALOK KUMAR SUMAN,Janata Dal (United),568150,55.44,Lost
Bihar,Gopalganj (SC),KUNAL KISHOR VIVEK,Bahujan Samaj Party,36016,3.51,Lost
Bihar,Gopalganj (SC),SURENDRA RAM,Rashtriya Janata Dal,281716,27.49,Lost
Bihar,Gopalganj (SC),AJAY PASWAN,Shivsena,7573,0.74,Lost
Bihar,Gopalganj (SC),OM PRAKASH MANJHI,Jai Prakash Janata Dal,3744,0.37,Lost
Bihar,Gopalganj (SC),ANIL KUMAR MANJHI,Independent,4886,0.48,Lost
Bihar,Gopalganj (SC),UMA SHANKAR KHARAWAR,Independent,4971,0.49,Lost
Bihar,Gopalganj (SC),GAYA RAM,Independent,4215,0.41,Lost
Bihar,Gopalganj (SC),DILIP KUMAR MANJHI,Independent,12773,1.25,Lost
Bihar,Gopalganj (SC),DINANATH MANJHI,Independent,15600,1.52,Lost
Bihar,Gopalganj (SC),RAM KUMAR MANJHI,Independent,9676,0.94,Lost
Bihar,Gopalganj (SC),SURENDRA RAM,Independent,13807,1.35,Lost
Bihar,Gopalganj (SC),SURAJ KUMAR,Independent,10089,0.98,Lost
Bihar,Gopalganj (SC),NOTA,None of the Above,51660,5.04,Lost
Bihar,Hajipur (SC),UMESH DAS,Bahujan Samaj Party,14579,1.45,Lost
Bihar,Hajipur (SC),DASAI CHAUDHARY,Nationalist Congress Party,4875,0.48,Lost
Bihar,Hajipur (SC),PASHU PATI KUMAR PARAS,Lok Jan Shakti Party,541310,53.76,Lost
Bihar,Hajipur (SC),SHIV CHANDRA RAM,Rashtriya Janata Dal,335861,33.36,Lost
Bihar,Hajipur (SC),KUMARI AASHIKI,Sathi Aur Aapka Faisala Party,6801,0.68,Lost
Bihar,Hajipur (SC),JIBAS PASWAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3453,0.34,Lost
Bihar,Hajipur (SC),BALENDRA DAS,Jai Prakash Janata Dal,5589,0.56,Lost
Bihar,Hajipur (SC),RAJGIR PASWAN,Bajjikanchal Vikas Party,11199,1.11,Lost
Bihar,Hajipur (SC),ARVIND PASWAN,Independent,18346,1.82,Lost
Bihar,Hajipur (SC),RAJ KR. PASWAN,Independent,30797,3.06,Lost
Bihar,Hajipur (SC),SHIWANI KANT,Independent,8751,0.87,Lost
Bihar,Hajipur (SC),NOTA,None of the Above,25256,2.51,Lost
Bihar,Jahanabad,CHANDESHWAR PRASAD,Janata Dal (United),335584,40.82,Lost
Bihar,Jahanabad,NITYA NAND SINGH,Bahujan Samaj Party,19211,2.34,Lost
Bihar,Jahanabad,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,333833,40.61,Lost
Bihar,Jahanabad,ARBIND KUMAR,Rajnaitik Vikalp Party,9109,1.11,Lost
Bihar,Jahanabad,ARUN KUMAR,Rashtriya Samta Party (Secular),34558,4.2,Lost
Bihar,Jahanabad,AVINASH KUMAR,Bharatiya Bahujan Congress,2598,0.32,Lost
Bihar,Jahanabad,UMA SHANKAR VERMA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3323,0.4,Lost
Bihar,Jahanabad,KUNTI DEVI,Communist Party of India (Marxist-Leninist) (Liberation),26325,3.2,Lost
Bihar,Jahanabad,MEERA KUMARI YADAV,Shoshit Samaj Dal,4337,0.53,Lost
Bihar,Jahanabad,RAJENDRA PASWAN,Lok Jan Vikas Morcha,3300,0.4,Lost
Bihar,Jahanabad,RAMJEE KEWAT,Rashtriya mahan Gantantra Party,5005,0.61,Lost
Bihar,Jahanabad,SUNIL KUMAR,Peoples Party of India (Democratic),9444,1.15,Lost
Bihar,Jahanabad,CHANDRA PRAKASH,Independent,7755,0.94,Lost
Bihar,Jahanabad,NOTA,None of the Above,27683,3.37,Lost
Bihar,Jamui (SC),UPENDRA RAVIDAS,Bahujan Samaj Party,31611,3.33,Lost
Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,Lok Jan Shakti Party,529134,55.75,Lost
Bihar,Jamui (SC),BHUDEO CHOUDHARY,Rashtriya Lok Samta Party,288085,30.35,Lost
Bihar,Jamui (SC),AJAY KUMAR,Bhartiya Dalit Party,8281,0.87,Lost
Bihar,Jamui (SC),PANKAJ KUMAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4004,0.42,Lost
Bihar,Jamui (SC),VALAMIKI PASAVAN,Hindusthan Nirman Dal,6554,0.69,Lost
Bihar,Jamui (SC),VISHNU PRIYA,Bahujan Mukti Party,10625,1.12,Lost
Bihar,Jamui (SC),VIRENDRA KUMAR,Independent,14628,1.54,Lost
Bihar,Jamui (SC),SUBHASH PASWAN,Independent,16719,1.76,Lost
Bihar,Jamui (SC),NOTA,None of the Above,39496,4.16,Lost
Bihar,Jhanjharpur,GULAB YADAV,Rashtriya Janata Dal,279440,26.35,Lost
Bihar,Jhanjharpur,Raj Kumar Singh,Bahujan Samaj Party,9066,0.85,Lost
Bihar,Jhanjharpur,Ramprit Mandal,Janata Dal (United),602391,56.8,Lost
Bihar,Jhanjharpur,Ganga Prasad Yadav,Peoples Party of India (Democratic),8900,0.84,Lost
Bihar,Jhanjharpur,Chhedi Ram,Bhartiya Mitra Party,3940,0.37,Lost
Bihar,Jhanjharpur,Devendra Prasad Yadav,Samajwadi Janata Dal Democratic,25630,2.42,Lost
Bihar,Jhanjharpur,Prabhat Prasad,Suheldev Bharatiya Samaj Party,8429,0.79,Lost
Bihar,Jhanjharpur,Ratneshwar Jha,Aadarsh Mithila Party,3548,0.33,Lost
Bihar,Jhanjharpur,Ramanand Thakur,Shivsena,4446,0.42,Lost
Bihar,Jhanjharpur,Ramesh kumar Kamat,Aam Adhikar Morcha,4792,0.45,Lost
Bihar,Jhanjharpur,Lakshman Prasad Yadav,Republican Party of India (A),5717,0.54,Lost
Bihar,Jhanjharpur,Surendra Prasad Suman,All India Forward Bloc,4964,0.47,Lost
Bihar,Jhanjharpur,Om Prakash Poddar,Independent,21988,2.07,Lost
Bihar,Jhanjharpur,Ganpati Jha,Independent,21632,2.04,Lost
Bihar,Jhanjharpur,Bablu Gupta,Independent,6908,0.65,Lost
Bihar,Jhanjharpur,Bipeen Kumar Singhwait,Independent,29506,2.78,Lost
Bihar,Jhanjharpur,Sanjay Bhartia,Independent,10062,0.95,Lost
Bihar,Jhanjharpur,NOTA,None of the Above,9203,0.87,Lost
Bihar,Karakat,UPENDRA KUSHWAHA,Rashtriya Lok Samta Party,313866,36.13,Lost
Bihar,Karakat,MAHABALI SINGH,Janata Dal (United),398408,45.86,Lost
Bihar,Karakat,RAJ NARAYAN TIWARI,Bahujan Samaj Party,21715,2.5,Lost
Bihar,Karakat,ARIF ISAIN HUSAIN,Janta Dal Rashtravadi,2498,0.29,Lost
Bihar,Karakat,USHA SHARAN,Shoshit Samaj Dal,3003,0.35,Lost
Bihar,Karakat,KAMLESH RAM (PRASAD),Suheldev Bharatiya Samaj Party,1713,0.2,Lost
Bihar,Karakat,GORAKH RAM,Voters Party International,2079,0.24,Lost
Bihar,Karakat,GHANSHYAM TIWARI,Samajwadi Party,2881,0.33,Lost
Bihar,Karakat,JYOTI RASHMI,Rashtra Sewa Dal,8381,0.96,Lost
Bihar,Karakat,NAND KISHOR YADAV,Swaraj Party (Loktantrik),3419,0.39,Lost
Bihar,Karakat,PRITHVI NATH PRASAD,Asli Deshi Party,1695,0.2,Lost
Bihar,Karakat,PRAKASH CHANDRA GOYAL,Peoples Party of India (Democratic),2219,0.26,Lost
Bihar,Karakat,PRADEEP CHOUHAN,Bihar Lok Nirman Dal,2844,0.33,Lost
Bihar,Karakat,MANOJ SINGH KUSHVAHA,Jai Prakash Janata Dal,3984,0.46,Lost
Bihar,Karakat,MAMTA PANDEY,Rashtriya Samta Party (Secular),8851,1.02,Lost
Bihar,Karakat,MOHAMMAD ATAHAR HUSAIN,Ambedkar National Congress,12431,1.43,Lost
Bihar,Karakat,RAJA RAM SINGH,Communist Party of India (Marxist-Leninist) (Liberation),24932,2.87,Lost
Bihar,Karakat,RAMJEE SINGH KANTA,Akhil Hind Forward Bloc (Krantikari),6663,0.77,Lost
Bihar,Karakat,SHASHIKANT SINGH,Bharatiya Momin Front,1972,0.23,Lost
Bihar,Karakat,ABHIRAM PRIYADARSHI,Independent,1074,0.12,Lost
Bihar,Karakat,KUMAR SAURABH,Independent,2450,0.28,Lost
Bihar,Karakat,DHARMENDRA SINGH,Independent,1286,0.15,Lost
Bihar,Karakat,NEELAM KUMARI,Independent,4605,0.53,Lost
Bihar,Karakat,PUNAM DEVI,Independent,1359,0.16,Lost
Bihar,Karakat,RAM AYODHYA SINGH,Independent,1472,0.17,Lost
Bihar,Karakat,RAMESHWAR SINGH,Independent,4103,0.47,Lost
Bihar,Karakat,BASUDEO HAZARIKA,Independent,6791,0.78,Lost
Bihar,Karakat,NOTA,None of the Above,22104,2.54,Lost
Bihar,Katihar,TARIQ ANWAR,Indian National Congress,502220,44.93,Lost
Bihar,Katihar,DULAL CHANDRA GOSWAMI,Janata Dal (United),559423,50.05,Lost
Bihar,Katihar,MUHAMMAD SHAKUR,Nationalist Congress Party,9248,0.83,Lost
Bihar,Katihar,SHIVNANDAN MANDAL,Bahujan Samaj Party,4014,0.36,Lost
Bihar,Katihar,ABDUR RAHMAN,Peoples Party of India (Democratic),2309,0.21,Lost
Bihar,Katihar,GANGA KEBAT,Rashtriya Jansambhavna Party,2937,0.26,Lost
Bihar,Katihar,BASUKINATH SAH,Bharatiya Bahujan Congress,2633,0.24,Lost
Bihar,Katihar,MARANG HANSDA,Independent,6247,0.56,Lost
Bihar,Katihar,SAMIR KUMAR JHA,Independent,8119,0.73,Lost
Bihar,Katihar,NOTA,None of the Above,20584,1.84,Lost
Bihar,Khagaria,Choudhary Mehboob Ali Kaiser,Lok Jan Shakti Party,510193,52.77,Lost
Bihar,Khagaria,Ramakant Chaudhari,Bahujan Samaj Party,8090,0.84,Lost
Bihar,Khagaria,Upendra Sahani,Rashtriya Jansambhavna Party,6000,0.62,Lost
Bihar,Khagaria,Umesh Chandra Bharti,Aadarsh Mithila Party,7763,0.8,Lost
Bihar,Khagaria,Tej Bahadur Singh,Proutist Sarva Samaj,2830,0.29,Lost
Bihar,Khagaria,Dhirendra Chaudhary,Aam Adhikar Morcha,10747,1.11,Lost
Bihar,Khagaria,Madhuvala Devi,Aam Janta Party Rashtriya,8253,0.85,Lost
Bihar,Khagaria,Mukesh Sahani,Vikassheel Insaan Party,261623,27.06,Lost
Bihar,Khagaria,Moni Kumar,Bahujan Mukti Party,16692,1.73,Lost
Bihar,Khagaria,Vinay Kumar Varun,Janhit Kisan Party,5089,0.53,Lost
Bihar,Khagaria,Sandeep Kumar Saket,Shivsena,3907,0.4,Lost
Bihar,Khagaria,Sunil Yadav,Garib Janshakti Party,5927,0.61,Lost
Bihar,Khagaria,Kundan Kumar,Independent,4493,0.46,Lost
Bihar,Khagaria,Nagendra Singh Tyagi,Independent,16097,1.66,Lost
Bihar,Khagaria,Parmanand Singh,Independent,6628,0.69,Lost
Bihar,Khagaria,Priadarshi Dinkar,Independent,51847,5.36,Lost
Bihar,Khagaria,Bandan Kumar Singh,Independent,20449,2.12,Lost
Bihar,Khagaria,Shiv Narayan Singh,Independent,1954,0.2,Lost
Bihar,Khagaria,Shobha Devi,Independent,4108,0.42,Lost
Bihar,Khagaria,Sangram Kumar Sada,Independent,6527,0.68,Lost
