State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Maharashtra,Sangli,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5560,0.48,Lost
Maharashtra,Sangli,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5521,0.47,Lost
Maharashtra,Sangli,RAVINDRA CHANDAR SOLANKAR,Independent,3658,0.31,Lost
Maharashtra,Sangli,ANAND SHANKAR NALAGE,Baliraja Party,3540,0.3,Lost
Maharashtra,Sangli,SHASHIKANT GAUTAM DESHMUKH,Independent,3155,0.27,Lost
Maharashtra,Sangli,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,2859,0.24,Lost
Maharashtra,Sangli,SUWARNATAI SUDHAKAR GAYAKWAD,Independent,1937,0.17,Lost
Maharashtra,Sangli,DATTATRAY PANDIT PATIL,Independent,1469,0.13,Lost
Maharashtra,Sangli,TOUHID ILAHI MOMIN,Independent,1460,0.12,Lost
Maharashtra,Sangli,AJIT DHANAJI KHANDARE,Independent,1398,0.12,Lost
Maharashtra,Sangli,BANDAGAR NANASO BALASO,Independent,1300,0.11,Lost
Maharashtra,Sangli,JALINDAR MACHINDRA THOMAKE,Independent,1260,0.11,Lost
Maharashtra,Sangli,SANGRAM RAJARAM MORE,Independent,1011,0.09,Lost
Maharashtra,Sangli,DR AKASH VHATKAR,Independent,814,0.07,Lost
Maharashtra,Sangli,NOTA,None of the Above,6565,0.56,Lost
Maharashtra,Satara,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,571134,47.67,Won
Maharashtra,Satara,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,538363,44.94,Lost
Maharashtra,Satara,GADE SANJAY KONDIBA,Independent,37062,03.09,Lost
Maharashtra,Satara,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,11912,0.99,Lost
Maharashtra,Satara,ANAND RAMESH THORWADE,Bahujan Samaj Party,6485,0.54,Lost
Maharashtra,Satara,KORDE SURESHRAO DINKAR,Independent,4712,0.39,Lost
Maharashtra,Satara,MARUTI DHONDIRAM JANKAR,Independent,3951,0.33,Lost
Maharashtra,Satara,SEEMA SUNIL POTDAR,Independent,3458,0.29,Lost
Maharashtra,Satara,VISHWAJIT PATIL UNDALKAR,Independent,3438,0.29,Lost
Maharashtra,Satara,NIVRUTTI KERU SHINDE,Independent,2674,0.22,Lost
Maharashtra,Satara,SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party,2501,0.21,Lost
Maharashtra,Satara,SACHIN SUBHASH MAHAJAN,Independent,2015,0.17,Lost
Maharashtra,Satara,DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,1395,0.12,Lost
Maharashtra,Satara,TUSHAR VIJAY MOTLING,Bahujan Mukti Party,1301,0.11,Lost
Maharashtra,Satara,PRATIBHA SHELAR,Independent,1123,0.09,Lost
Maharashtra,Satara,BAGAL SADASHIV SAHEBRAO,Independent,958,0.08,Lost
Maharashtra,Satara,NOTA,None of the Above,5522,0.46,Lost
Maharashtra,Shirdi,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),476900,45,Won
Maharashtra,Shirdi,LOKHANDE SADASHIV KISAN,Shiv Sena,426371,40.23,Lost
Maharashtra,Shirdi,UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan  Aaghadi,90929,8.58,Lost
Maharashtra,Shirdi,BHAUSAHEB RAMNATH WAKCHAURE,Independent,14006,1.32,Lost
Maharashtra,Shirdi,RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,7040,0.66,Lost
Maharashtra,Shirdi,RAVINDRA KALLAYYA SWAMY,Independent,5537,0.52,Lost
Maharashtra,Shirdi,ABHIJEET ASHOKRAO POTE,Independent,4776,0.45,Lost
Maharashtra,Shirdi,BHARAT SAMBHAJI BHOSLE,Samata Party,3403,0.32,Lost
Maharashtra,Shirdi,SATISH BHIVA PAWAR,Independent,2771,0.26,Lost
Maharashtra,Shirdi,GANGADHAR RAJARAM KADAM,Independent,2757,0.26,Lost
Maharashtra,Shirdi,BAGUL GORAKSHA TANHAJI,Independent,2660,0.25,Lost
Maharashtra,Shirdi,PRASHANT VASANT NIKAM,Independent,2545,0.24,Lost
Maharashtra,Shirdi,ADV NITIN DADAHARI POL,Bahujan Bharat Party,2532,0.24,Lost
Maharashtra,Shirdi,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,2505,0.24,Lost
Maharashtra,Shirdi,ADV SIDHARTH DEEPAK BODHAK,Independent,2204,0.21,Lost
Maharashtra,Shirdi,CHANDRAKANT SAMBHAJI DONDE,Independent,2080,0.2,Lost
Maharashtra,Shirdi,ASHOK RAMCHANDRA ALHAT,Independent,1798,0.17,Lost
Maharashtra,Shirdi,KHAJEKAR VIJAYRAO GOVINDRAO,Independent,1557,0.15,Lost
Maharashtra,Shirdi,KHARAT NACHIKET RAGHUNATH,Independent,1150,0.11,Lost
Maharashtra,Shirdi,SANJAY POPAT BHALERAO,Independent,963,0.09,Lost
Maharashtra,Shirdi,NOTA,None of the Above,5380,0.51,Lost
Maharashtra,Shirur,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,698692,50.83,Won
Maharashtra,Shirur,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557741,40.58,Lost
Maharashtra,Shirur,MANOHAR MAHADU WADEKAR,Independent,28330,02.06,Lost
Maharashtra,Shirur,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,17462,1.27,Lost
Maharashtra,Shirur,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10295,0.75,Lost
Maharashtra,Shirur,CHANDGUDE VINOD VASANT,Independent,8078,0.59,Lost
Maharashtra,Shirur,GORAKSH KASABE,Independent,4915,0.36,Lost
Maharashtra,Shirur,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4136,0.3,Lost
Maharashtra,Shirur,GAIKWAD NILOBA CHANGADEO,Independent,3571,0.26,Lost
Maharashtra,Shirur,UMESH MAHADEV MHETRE,Independent,3499,0.25,Lost
Maharashtra,Shirur,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,2667,0.19,Lost
Maharashtra,Shirur,AMOL VILAS PACHUNDKAR,Independent,2388,0.17,Lost
Maharashtra,Shirur,ASLAM ISAK BAGWAN,Lok Sena Party,2350,0.17,Lost
Maharashtra,Shirur,KAMBLE TRIMBAK NARAYAN,Baliraja Party,2227,0.16,Lost
Maharashtra,Shirur,SUBASH KASHINATH SARODE,Independent,2161,0.16,Lost
Maharashtra,Shirur,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,1830,0.13,Lost
Maharashtra,Shirur,SUSHIL DNYANDEV KANSE,Independent,1732,0.13,Lost
Maharashtra,Shirur,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,1284,0.09,Lost
Maharashtra,Shirur,BHOR VIKAS ROHIDAS,Independent,1147,0.08,Lost
Maharashtra,Shirur,DADA ALIAS VIKAS SURESH KASBE,Independent,1106,0.08,Lost
Maharashtra,Shirur,SURAJ CHANDRAKANT GAIKWAD,Independent,938,0.07,Lost
Maharashtra,Shirur,SWAPNIL DHANAJI LONDHE,Bhim Sena,914,0.07,Lost
Maharashtra,Shirur,AMAR MACHINDRA BORHADE,Independent,888,0.06,Lost
Maharashtra,Shirur,RAVINDRA MOTIRAM SIRSAM,Independent,870,0.06,Lost
Maharashtra,Shirur,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,882,0.06,Lost
Maharashtra,Shirur,PANDURANG BHAGWAN WAGHOLE,Independent,819,0.06,Lost
Maharashtra,Shirur,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),784,0.06,Lost
Maharashtra,Shirur,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,723,0.05,Lost
Maharashtra,Shirur,SALIM BABA SAYYAD,Independent,671,0.05,Lost
Maharashtra,Shirur,PRAKASH SUKHADEO JAMDHADE,Independent,603,0.04,Lost
Maharashtra,Shirur,WAKHARE PRADIP PANDURANG,Independent,574,0.04,Lost
Maharashtra,Shirur,RAHUL ARJUN HORE,Independent,526,0.04,Lost
Maharashtra,Shirur,NOTA,None of the Above,9661,0.7,Lost
Maharashtra,Solapur,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,620225,51.49,Won
Maharashtra,Solapur,RAM VITTHAL SATPUTE,Bharatiya Janata Party,546028,45.33,Lost
Maharashtra,Solapur,AATISH MOHAN BANSODE,Independent,10507,0.87,Lost
Maharashtra,Solapur,BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,5268,0.44,Lost
Maharashtra,Solapur,SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,3493,0.29,Lost
Maharashtra,Solapur,RAMESH BHIMRAO SHIKHARE,Independent,3146,0.26,Lost
Maharashtra,Solapur,PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,2654,0.22,Lost
Maharashtra,Solapur,BHANTENAAGAMURTI MOULAPPA KURANE,Independent,1554,0.13,Lost
Maharashtra,Solapur,SUNILKUMAR TUKARAM SHINDE,Independent,1480,0.12,Lost
Maharashtra,Solapur,YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),1125,0.09,Lost
Maharashtra,Solapur,PARMESHWAR PANDURANG GEJAGE,Independent,886,0.07,Lost
Maharashtra,Solapur,ADV VIKRAM UTTAM KASABE,Independent,846,0.07,Lost
Maharashtra,Solapur,UGHADE VIJAYKUMAR BHAGWAN,Independent,833,0.07,Lost
Maharashtra,Solapur,KUMAR CHANDRAKANT LONDHE,Baliraja Party,679,0.06,Lost
Maharashtra,Solapur,KRISHNA NAGNATH BHISE,Independent,562,0.05,Lost
Maharashtra,Solapur,ANNA SUKHADEV MASKE,Independent,501,0.04,Lost
Maharashtra,Solapur,MAHASIDDHA TUKARAM GAYAKWAD,Independent,409,0.03,Lost
Maharashtra,Solapur,SUDARSHAN RAYCHAND KHANDARE,Independent,401,0.03,Lost
Maharashtra,Solapur,SONAVANE SHIVAJI CHANDRAKANT,Independent,394,0.03,Lost
Maharashtra,Solapur,SACHIN SHAHU MASKE,Independent,389,0.03,Lost
Maharashtra,Solapur,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,380,0.03,Lost
Maharashtra,Solapur,NOTA,None of the Above,2725,0.23,Lost
Maharashtra,Thane,NARESH GANPAT MHASKE,Shiv Sena,734231,56.09,Won
Maharashtra,Thane,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),517220,39.51,Lost
Maharashtra,Thane,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,10662,0.81,Lost
Maharashtra,Thane,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,3494,0.27,Lost
Maharashtra,Thane,MUKESH KAILASNATH TIWARI,Bhim Sena,2522,0.19,Lost
Maharashtra,Thane,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,2358,0.18,Lost
Maharashtra,Thane,DR. PIYUSH K. SAXENA,Independent,2293,0.18,Lost
Maharashtra,Thane,CHANDRAKANT VITTHAL SONAWANE,Independent,2249,0.17,Lost
Maharashtra,Thane,VIJAY DNYANOBA GHATE,Republican Bahujan Sena,1887,0.14,Lost
Maharashtra,Thane,IRFAN IBRAHIM SHAIKH,Independent,1875,0.14,Lost
Maharashtra,Thane,PRAMOD ANANDRAO DHUMAL,Independent,1786,0.14,Lost
Maharashtra,Thane,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,1488,0.11,Lost
Maharashtra,Thane,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),1354,0.1,Lost
Maharashtra,Thane,ARCHANA DINKAR GAIKWAD,Independent,1180,0.09,Lost
Maharashtra,Thane,SALIMA MUKTAR VASANI,Bahujan Maha Party,912,0.07,Lost
Maharashtra,Thane,RAJIV KONDIBA BHOSALE,Independent,886,0.07,Lost
Maharashtra,Thane,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,818,0.06,Lost
Maharashtra,Thane,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,767,0.06,Lost
Maharashtra,Thane,KHAJASAB RASULSAB MULLA,Independent,648,0.05,Lost
Maharashtra,Thane,SANJAY MANOHAR MORE,Independent,643,0.05,Lost
Maharashtra,Thane,MALLIKARJUN SAYBANNA PUJARI,Independent,599,0.05,Lost
Maharashtra,Thane,SAWALE DATTATRAY SITARAM,Independent,531,0.04,Lost
Maharashtra,Thane,SURENDRAKUMAR K. JAIN,Independent,440,0.03,Lost
Maharashtra,Thane,SIDDHANT CHHABAN SHIRSAT,Independent,324,0.02,Lost
Maharashtra,Thane,NOTA,None of the Above,17901,1.37,Lost
Maharashtra,Wardha,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,533106,48.68,Won
Maharashtra,Wardha,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,451458,41.23,Lost
Maharashtra,Wardha,DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party,20795,1.9,Lost
Maharashtra,Wardha,PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi,15492,1.41,Lost
Maharashtra,Wardha,ASIF,Independent,15182,1.39,Lost
Maharashtra,Wardha,KISHOR BABA PAVAR,Independent,12920,1.18,Lost
Maharashtra,Wardha,SUHAS V. THAKARE,Independent,7648,0.7,Lost
Maharashtra,Wardha,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5467,0.5,Lost
Maharashtra,Wardha,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4672,0.43,Lost
Maharashtra,Wardha,ADV. BHASKAR MAROTRAO  NEWARE,Independent,4032,0.37,Lost
Maharashtra,Wardha,JAGADISH UDDVRAO  WANKHADE,Independent,2349,0.21,Lost
Maharashtra,Wardha,POOJA PANKAJ TADAS,Independent,2135,0.19,Lost
Maharashtra,Wardha,ANIL K. GHUSHE,Independent,1971,0.18,Lost
Maharashtra,Wardha,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1828,0.17,Lost
Maharashtra,Wardha,VIJAY DNYANESHWARRAO  SHRIRAO,Independent,1738,0.16,Lost
Maharashtra,Wardha,ARVIND SHAMRAO LILLORE,Independent,1476,0.13,Lost
Maharashtra,Wardha,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1438,0.13,Lost
Maharashtra,Wardha,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1343,0.12,Lost
Maharashtra,Wardha,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1246,0.11,Lost
Maharashtra,Wardha,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1061,0.1,Lost
Maharashtra,Wardha,RAMESH SINHA,Independent,799,0.07,Lost
Maharashtra,Wardha,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,797,0.07,Lost
Maharashtra,Wardha,DIXITA ANAND,Desh Janhit Party,736,0.07,Lost
Maharashtra,Wardha,RAHUL T. BHOYAR,Independent,689,0.06,Lost
Maharashtra,Wardha,NOTA,None of the Above,4634,0.42,Lost
Maharashtra,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),594807,48.53,Won
Maharashtra,Yavatmal- Washim,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,500334,40.83,Lost
Maharashtra,Yavatmal- Washim,ANIL JAYRAM RATHOD,Samnak Janta Party,56390,4.6,Lost
Maharashtra,Yavatmal- Washim,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17396,1.42,Lost
Maharashtra,Yavatmal- Washim,SANGITA DINESH CHAVHAN,Independent,7180,0.59,Lost
Maharashtra,Yavatmal- Washim,RAMDAS BAJIRAO GHODAM,Independent,6781,0.55,Lost
Maharashtra,Yavatmal- Washim,VINOD PANJABRAO NANDAGAVALI,Independent,6298,0.51,Lost
Maharashtra,Yavatmal- Washim,SANDIP SAMPAT SHINDE,Independent,5514,0.45,Lost
Maharashtra,Yavatmal- Washim,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4555,0.37,Lost
Maharashtra,Yavatmal- Washim,AMOL KOMAWAR,Hindrashtra Sangh,3377,0.28,Lost
Maharashtra,Yavatmal- Washim,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2975,0.24,Lost
Maharashtra,Yavatmal- Washim,MANOJ MAHADEORAO GEDAM,Independent,2794,0.23,Lost
Maharashtra,Yavatmal- Washim,NUR ALI MAHEBUB ALI SHAH,Independent,1958,0.16,Lost
Maharashtra,Yavatmal- Washim,DR ARJUNKUMAR SITARAM RATHOD,Independent,1863,0.15,Lost
Maharashtra,Yavatmal- Washim,PRO KISAN RAMRAO AMBURE,Independent,1720,0.14,Lost
Maharashtra,Yavatmal- Washim,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1103,0.09,Lost
Maharashtra,Yavatmal- Washim,GOKUL PREMDAS CHAVHAN,Independent,1094,0.09,Lost
Maharashtra,Yavatmal- Washim,NOTA,None of the Above,9391,0.77,Lost
Manipur,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,Indian National Congress,374017,46.93,Won
Manipur,Inner Manipur,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,264216,33.16,Lost
Manipur,Inner Manipur,MAHESHWAR THOUNAOJAM,Republican Party of India (Athawale),135640,17.02,Lost
Manipur,Inner Manipur,RAJKUMAR SOMENDRO SINGH,Independent,13050,1.64,Lost
Manipur,Inner Manipur,MOIRANGTHEM TOTOMSHANA NONGSHABA,Independent,4881,0.61,Lost
Manipur,Inner Manipur,HAORUNGBAM SARAT SINGH,Independent,1296,0.16,Lost
Manipur,Inner Manipur,NOTA,None of the Above,3797,0.48,Lost
Manipur,Outer Manipur,ALFRED KANNGAM S ARTHUR,Indian National Congress,384954,48.32,Won
Manipur,Outer Manipur,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,299536,37.6,Lost
Manipur,Outer Manipur,S KHO JOHN,Independent,89910,11.28,Lost
Manipur,Outer Manipur,ALYSON ABONMAI,Independent,15110,1.9,Lost
Manipur,Outer Manipur,NOTA,None of the Above,7225,0.91,Lost
Meghalaya,Shillong,DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,571078,55.02,Won
Meghalaya,Shillong,VINCENT H. PALA,Indian National Congress,199168,19.19,Lost
Meghalaya,Shillong,DR. MAZEL AMPAREEN LYNGDOH,National People's Party,186488,17.97,Lost
Meghalaya,Shillong,ROBERTJUNE KHARJAHRIN,United Democratic Party,44563,4.29,Lost
Meghalaya,Shillong,PROF. LAKHON KMA,Independent,18582,1.79,Lost
Meghalaya,Shillong,PETER SHALLAM,Independent,7024,0.68,Lost
Meghalaya,Shillong,NOTA,None of the Above,11008,01.06,Lost
Meghalaya,Tura,SALENG A SANGMA,Indian National Congress,383919,56.96,Won
Meghalaya,Tura,AGATHA K SANGMA,National People's Party,228678,33.93,Lost
Meghalaya,Tura,ZENITH M SANGMA,All India Trinamool Congress,48709,7.23,Lost
Meghalaya,Tura,LABENN CH MARAK,Independent,6910,01.03,Lost
Meghalaya,Tura,NOTA,None of the Above,5840,0.87,Lost
Mizoram,MIZORAM,RICHARD VANLALHMANGAIHA,Zoram People’s Movement,208552,42.45,Won
Mizoram,MIZORAM,K VANLALVENA,Mizo National Front,140264,28.55,Lost
Mizoram,MIZORAM,LALBIAKZAMA,Indian National Congress,98595,20.07,Lost
Mizoram,MIZORAM,VANLALHMUAKA,Bharatiya Janata Party,33533,6.82,Lost
Mizoram,MIZORAM,LALHRIATRENGA CHHANGTE,Independent,4706,0.96,Lost
Mizoram,MIZORAM,RITA MALSAWMI,Mizoram People's Conference,3793,0.77,Lost
Mizoram,MIZORAM,NOTA,None of the Above,1893,0.39,Lost
Nagaland,Nagaland,S SUPONGMEREN JAMIR,Indian National Congress,401951,52.83,Won
Nagaland,Nagaland,DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,350967,46.13,Lost
Nagaland,Nagaland,HAYITHUNG TUNGOE LOTHA,Independent,6232,0.82,Lost
Nagaland,Nagaland,NOTA,None of the Above,1646,0.22,Lost
NCT OF Delhi,Chandni Chowk,PRAVEEN KHANDELWAL,Bharatiya Janata Party,516496,53.46,Won
NCT OF Delhi,Chandni Chowk,JAI PRAKASH AGARWAL,Indian National Congress,427171,44.22,Lost
NCT OF Delhi,Chandni Chowk,ABUL KALAM AZAD,Bahujan Samaj Party,5829,0.6,Lost
NCT OF Delhi,Chandni Chowk,UMESH RATHOR,Atulya Bharat Party,1617,0.17,Lost
NCT OF Delhi,Chandni Chowk,SEEMA RIZVI,Azad Samaj Party,1089,0.11,Lost
NCT OF Delhi,Chandni Chowk,SHAIK JALEEL,Navarang Congress Party,949,0.1,Lost
NCT OF Delhi,Chandni Chowk,MD NAZIR,Aman Samaj Party,945,0.1,Lost
NCT OF Delhi,Chandni Chowk,SATYA DEV CHAUDHARY,Satya Bahumat Party,842,0.09,Lost
NCT OF Delhi,Chandni Chowk,RITU KAUSHIK,Socialist Unity Centre Of India (COMMUNIST),643,0.07,Lost
NCT OF Delhi,Chandni Chowk,SAMEER MIRZA,Rashtriya Republican Party,513,0.05,Lost
NCT OF Delhi,Chandni Chowk,SOHARSH GULGULIA JAIN,Swaraj Bhartiya Nyay Party,503,0.05,Lost
NCT OF Delhi,Chandni Chowk,SHYAM BHARTEEY,Gareeb Aadmi Party,463,0.05,Lost
NCT OF Delhi,Chandni Chowk,GULJAR SINGH,Peoples Party of India (Democratic),424,0.04,Lost
NCT OF Delhi,Chandni Chowk,YOGENDER SINGH,Bharatiya Liberal Party,389,0.04,Lost
NCT OF Delhi,Chandni Chowk,VINOD KUMAR GUPTA,Akhil Bhartiya Parivar Party,359,0.04,Lost
NCT OF Delhi,Chandni Chowk,SHIVAM SAINI,Right to Recall Party,330,0.03,Lost
NCT OF Delhi,Chandni Chowk,MANOJ KUMAR NIGAM,Akhil Bhartiya Sudhar Party,321,0.03,Lost
NCT OF Delhi,Chandni Chowk,RAJESH GUPTA,Bharat Lok Sewak Party,262,0.03,Lost
NCT OF Delhi,Chandni Chowk,RAHUL SHARMA,Rashtriya Mangalam Party,257,0.03,Lost
NCT OF Delhi,Chandni Chowk,SUNIL KUMAR,Independent,247,0.03,Lost
NCT OF Delhi,Chandni Chowk,SUBHASH CHANDER,Independent,220,0.02,Lost
NCT OF Delhi,Chandni Chowk,MOHD HAMID,Bharatheeya Jawan Kisan Party,189,0.02,Lost
NCT OF Delhi,Chandni Chowk,PYUSH NARULA,Independent,172,0.02,Lost
NCT OF Delhi,Chandni Chowk,HEENA,Public Political Party,169,0.02,Lost
NCT OF Delhi,Chandni Chowk,ASHOK KUMAR GUPTA,Independent,140,0.01,Lost
NCT OF Delhi,Chandni Chowk,NOTA,None of the Above,5563,0.58,Lost
NCT OF Delhi,East Delhi,HARSH MALHOTRA,Bharatiya Janata Party,664819,52.59,Won
NCT OF Delhi,East Delhi,KULDEEP KUMAR (MONU),Aam Aadmi Party,571156,45.18,Lost
NCT OF Delhi,East Delhi,MOHD. WAQAR CHOUDHARY,Bahujan Samaj Party,9197,0.73,Lost
NCT OF Delhi,East Delhi,A. GOPALA KRISHNA,Navarang Congress Party,2817,0.22,Lost
NCT OF Delhi,East Delhi,KULDEEP KUMAR,Independent,1582,0.13,Lost
NCT OF Delhi,East Delhi,MANOJ KUMAR GUPTA (SWARAJI),Independent,1192,0.09,Lost
NCT OF Delhi,East Delhi,RODASH GUPTA,Independent,1099,0.09,Lost
NCT OF Delhi,East Delhi,JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,824,0.07,Lost
NCT OF Delhi,East Delhi,ARUNIMA GAUTAM,Independent,751,0.06,Lost
NCT OF Delhi,East Delhi,JAI RAM LAL,Rashtriya Republican Party,657,0.05,Lost
NCT OF Delhi,East Delhi,ADVOCATE MANJEET SINGH,Rashtra Nirman Party,614,0.05,Lost
NCT OF Delhi,East Delhi,MOHAMMAD IRFAN,Independent,583,0.05,Lost
NCT OF Delhi,East Delhi,OM SHANKAR,Independent,556,0.04,Lost
NCT OF Delhi,East Delhi,LAL SINGH,Bahujan Dravida Party,477,0.04,Lost
NCT OF Delhi,East Delhi,YOGESH CHAUDHARY,Bhartiya Veer Dal,470,0.04,Lost
NCT OF Delhi,East Delhi,VIMAL KUMAR SAXENA,Independent,433,0.03,Lost
NCT OF Delhi,East Delhi,SURENDRA SINGH BASOYA,Peoples Party of India (Democratic),399,0.03,Lost
NCT OF Delhi,East Delhi,SANJAY,Public Political Party,379,0.03,Lost
NCT OF Delhi,East Delhi,AMIT GUPTA,Independent,360,0.03,Lost
NCT OF Delhi,East Delhi,SANJAYA KUMAR YADAV,Right to Recall Party,290,0.02,Lost
NCT OF Delhi,East Delhi,NOTA,None of the Above,5394,0.43,Lost
NCT OF Delhi,New Delhi,BANSURI SWARAJ,Bharatiya Janata Party,453185,53.48,Won
NCT OF Delhi,New Delhi,SOMNATH BHARTI,Aam Aadmi Party,374815,44.23,Lost
NCT OF Delhi,New Delhi,RAAJ KUMAR ANAND,Bahujan Samaj Party,5629,0.66,Lost
NCT OF Delhi,New Delhi,SANJAY RAWAT,Independent,1276,0.15,Lost
NCT OF Delhi,New Delhi,ACHLA JETHMALANI,Jindabad Kranti Party,1037,0.12,Lost
NCT OF Delhi,New Delhi,HIRA LAL,Independent,1005,0.12,Lost
NCT OF Delhi,New Delhi,PREM SINGH,Navarang Congress Party,806,0.1,Lost
NCT OF Delhi,New Delhi,UPEN‍DRA,Anjaan Aadmi Party,781,0.09,Lost
NCT OF Delhi,New Delhi,DILIP SINGH,Independent,726,0.09,Lost
NCT OF Delhi,New Delhi,LUKMAN KHAN,Log Party,656,0.08,Lost
NCT OF Delhi,New Delhi,PUNAM PANDEY,Rashtravadi Loktantrik Party (India),641,0.08,Lost
NCT OF Delhi,New Delhi,SANDHYA THAKKAR,Rashtriya Republican Party,486,0.06,Lost
NCT OF Delhi,New Delhi,RAVINDER SINGH,Independent,416,0.05,Lost
NCT OF Delhi,New Delhi,DINESH KUMAR,Peoples Party of India (Democratic),361,0.04,Lost
NCT OF Delhi,New Delhi,PRITHVI NATH SINGH,Bharatiya Sampuran Krantikari Party,335,0.04,Lost
NCT OF Delhi,New Delhi,MAHESH KUMAR DENWAL,Ambedkarite Party of India,288,0.03,Lost
NCT OF Delhi,New Delhi,MANOJ KUMAR SHARMA,Loktantrik Janshakti Party,212,0.03,Lost
NCT OF Delhi,New Delhi,NOTA,None of the Above,4813,0.57,Lost
NCT OF Delhi,North-East Delhi,MANOJ TIWARI,Bharatiya Janata Party,824451,53.1,Won
NCT OF Delhi,North-East Delhi,KANHAIYA KUMAR,Indian National Congress,685673,44.16,Lost
NCT OF Delhi,North-East Delhi,ASHOK KUMAR,Bahujan Samaj Party,12138,0.78,Lost
NCT OF Delhi,North-East Delhi,SUNITA,Navarang Congress Party,3518,0.23,Lost
NCT OF Delhi,North-East Delhi,AKESHAN DUT,Independent,3325,0.21,Lost
NCT OF Delhi,North-East Delhi,SUSHIL CHOUDHARY,Aapki Apni Party (Peoples),2070,0.13,Lost
NCT OF Delhi,North-East Delhi,AJAY TIWARI,Right to Recall Party,2042,0.13,Lost
NCT OF Delhi,North-East Delhi,SUBHASH,Rashtriya Janmorcha,1639,0.11,Lost
NCT OF Delhi,North-East Delhi,AKASH SRIVASTAV,Jai Hind National Party,1317,0.08,Lost
